sample	samples	TP53 (average)
TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y2-01	0.2279
TCGA-D3-A3C3-06	TCGA-D3-A3C3-06	0.2263
TCGA-24-1105-01	TCGA-24-1105-01	0.22609999999999997
TCGA-HR-A5NC-01	TCGA-HR-A5NC-01	0.2254
TCGA-A8-A06T-01	TCGA-A8-A06T-01	0.2252
TCGA-2G-AALO-01	TCGA-2G-AALO-01	0.2251
TCGA-61-1904-01	TCGA-61-1904-01	0.2251
TCGA-CQ-6229-01	TCGA-CQ-6229-01	0.2234
TCGA-UY-A78N-01	TCGA-UY-A78N-01	0.2234
TCGA-2G-AAG6-01	TCGA-2G-AAG6-01	0.2232
TCGA-94-7943-01	TCGA-94-7943-01	0.223
TCGA-CV-5434-01	TCGA-CV-5434-01	0.223
TCGA-P4-A5EB-01	TCGA-P4-A5EB-01	0.2229
TCGA-13-0913-02	TCGA-13-0913-02	0.2218
TCGA-EM-A1YC-01	TCGA-EM-A1YC-01	0.22
TCGA-5T-A9QA-01	TCGA-5T-A9QA-01	0.219
TCGA-CV-6950-01	TCGA-CV-6950-01	0.2185
TCGA-GN-A262-06	TCGA-GN-A262-06	0.2177
TCGA-D1-A3DG-01	TCGA-D1-A3DG-01	0.2176
TCGA-XE-AAOC-01	TCGA-XE-AAOC-01	0.2176
TCGA-32-2615-01	TCGA-32-2615-01	0.2175
TCGA-CR-5247-01	TCGA-CR-5247-01	0.2175
TCGA-CV-6951-01	TCGA-CV-6951-01	0.2173
TCGA-34-2596-01	TCGA-34-2596-01	0.21710000000000002
TCGA-HB-A3YV-01	TCGA-HB-A3YV-01	0.2168
TCGA-21-1072-01	TCGA-21-1072-01	0.2158
TCGA-BP-5173-01	TCGA-BP-5173-01	0.2158
TCGA-DZ-6134-01	TCGA-DZ-6134-01	0.2155
TCGA-LN-A9FR-01	TCGA-LN-A9FR-01	0.2144
TCGA-BP-5185-01	TCGA-BP-5185-01	0.2143
TCGA-29-2431-01	TCGA-29-2431-01	0.2139
TCGA-3H-AB3U-01	TCGA-3H-AB3U-01	0.21370000000000003
TCGA-EB-A4P0-01	TCGA-EB-A4P0-01	0.21360000000000004
TCGA-55-8507-01	TCGA-55-8507-01	0.2134
TCGA-EM-A3SY-01	TCGA-EM-A3SY-01	0.2131
TCGA-36-1578-01	TCGA-36-1578-01	0.213
TCGA-14-0736-01	TCGA-14-0736-01	0.212
TCGA-50-5932-01	TCGA-50-5932-01	0.21150000000000002
TCGA-FW-A3TU-06	TCGA-FW-A3TU-06	0.2111
TCGA-GL-A9DD-01	TCGA-GL-A9DD-01	0.2108
TCGA-ZD-A8I3-01	TCGA-ZD-A8I3-01	0.2108
TCGA-61-1725-01	TCGA-61-1725-01	0.2107
TCGA-OR-A5JS-01	TCGA-OR-A5JS-01	0.2107
TCGA-IW-A3M6-01	TCGA-IW-A3M6-01	0.2103
TCGA-D1-A179-01	TCGA-D1-A179-01	0.2102
TCGA-N6-A4VF-01	TCGA-N6-A4VF-01	0.2097
TCGA-4T-AA8H-01	TCGA-4T-AA8H-01	0.2079
TCGA-19-A6J4-01	TCGA-19-A6J4-01	0.2078
TCGA-W5-AA2T-01	TCGA-W5-AA2T-01	0.2078
TCGA-EB-A24C-01	TCGA-EB-A24C-01	0.2077
TCGA-23-1028-01	TCGA-23-1028-01	0.2073
TCGA-FD-A6TE-01	TCGA-FD-A6TE-01	0.2071
TCGA-D8-A143-01	TCGA-D8-A143-01	0.2055
TCGA-DX-A8BV-01	TCGA-DX-A8BV-01	0.2055
TCGA-QK-A6VB-01	TCGA-QK-A6VB-01	0.20499999999999996
TCGA-FS-A1ZS-06	TCGA-FS-A1ZS-06	0.2041
TCGA-BA-4078-01	TCGA-BA-4078-01	0.204
TCGA-L5-A43J-01	TCGA-L5-A43J-01	0.2039
TCGA-V4-A9EZ-01	TCGA-V4-A9EZ-01	0.20360000000000003
TCGA-VS-A9UD-01	TCGA-VS-A9UD-01	0.20360000000000003
TCGA-CV-5440-01	TCGA-CV-5440-01	0.2035
TCGA-A6-2686-01	TCGA-A6-2686-01	0.2017
TCGA-EE-A2MK-06	TCGA-EE-A2MK-06	0.2017
TCGA-14-0862-01	TCGA-14-0862-01	0.2015
TCGA-EP-A2KB-01	TCGA-EP-A2KB-01	0.2011
TCGA-2G-AALW-01	TCGA-2G-AALW-01	0.2006
TCGA-2G-AALN-01	TCGA-2G-AALN-01	0.20039999999999997
TCGA-VM-A8CA-01	TCGA-VM-A8CA-01	0.1999
TCGA-25-1871-01	TCGA-25-1871-01	0.1989
TCGA-28-2506-01	TCGA-28-2506-01	0.1988
TCGA-AX-A2H5-01	TCGA-AX-A2H5-01	0.1988
TCGA-S3-AA10-01	TCGA-S3-AA10-01	0.1988
TCGA-CZ-5469-01	TCGA-CZ-5469-01	0.19810000000000003
TCGA-B9-4117-01	TCGA-B9-4117-01	0.19800000000000004
TCGA-2G-AALF-01	TCGA-2G-AALF-01	0.1979
TCGA-41-4097-01	TCGA-41-4097-01	0.1977
TCGA-24-2027-01	TCGA-24-2027-01	0.1975
TCGA-A4-8518-01	TCGA-A4-8518-01	0.19709999999999997
TCGA-OX-A56R-01	TCGA-OX-A56R-01	0.1964
TCGA-CM-6678-01	TCGA-CM-6678-01	0.19570000000000004
TCGA-SG-A6Z4-01	TCGA-SG-A6Z4-01	0.19570000000000004
TCGA-2Z-A9JG-01	TCGA-2Z-A9JG-01	0.1956
TCGA-B3-8121-01	TCGA-B3-8121-01	0.1955
TCGA-DX-A1L1-01	TCGA-DX-A1L1-01	0.1944
TCGA-ZF-AA5H-01	TCGA-ZF-AA5H-01	0.1937
TCGA-19-1388-01	TCGA-19-1388-01	0.19350000000000003
TCGA-76-6286-01	TCGA-76-6286-01	0.1932
TCGA-E2-A574-01	TCGA-E2-A574-01	0.1931
TCGA-2G-AAFV-01	TCGA-2G-AAFV-01	0.1928
TCGA-06-A5U1-01	TCGA-06-A5U1-01	0.1924
TCGA-BR-7704-01	TCGA-BR-7704-01	0.1924
TCGA-EE-A17Y-06	TCGA-EE-A17Y-06	0.1923
TCGA-W2-A7HF-01	TCGA-W2-A7HF-01	0.1919
TCGA-06-0216-01	TCGA-06-0216-01	0.1913
TCGA-BP-4768-01	TCGA-BP-4768-01	0.1912
TCGA-06-6700-01	TCGA-06-6700-01	0.1907
TCGA-61-1722-01	TCGA-61-1722-01	0.1907
TCGA-CG-4455-01	TCGA-CG-4455-01	0.1904
TCGA-ER-A3PL-06	TCGA-ER-A3PL-06	0.19030000000000002
TCGA-26-1439-01	TCGA-26-1439-01	0.19
TCGA-SN-A84W-01	TCGA-SN-A84W-01	0.19
TCGA-DM-A28M-01	TCGA-DM-A28M-01	0.189
TCGA-E1-5304-01	TCGA-E1-5304-01	0.1889
TCGA-12-0821-01	TCGA-12-0821-01	0.1888
TCGA-33-4538-01	TCGA-33-4538-01	0.1888
TCGA-19-5960-01	TCGA-19-5960-01	0.1886
TCGA-YG-AA3P-06	TCGA-YG-AA3P-06	0.1886
TCGA-12-1091-01	TCGA-12-1091-01	0.1885
TCGA-E2-A107-01	TCGA-E2-A107-01	0.1882
TCGA-AP-A05H-01	TCGA-AP-A05H-01	0.18810000000000002
TCGA-VQ-A923-01	TCGA-VQ-A923-01	0.18790000000000004
TCGA-DX-A3UD-01	TCGA-DX-A3UD-01	0.1872
TCGA-19-1390-01	TCGA-19-1390-01	0.18689999999999998
TCGA-BQ-5882-01	TCGA-BQ-5882-01	0.1865
TCGA-G6-A8L8-01	TCGA-G6-A8L8-01	0.1865
TCGA-C8-A12W-01	TCGA-C8-A12W-01	0.1864
TCGA-AX-A3G4-01	TCGA-AX-A3G4-01	0.1863
TCGA-06-0210-02	TCGA-06-0210-02	0.18570000000000003
TCGA-73-4666-01	TCGA-73-4666-01	0.18570000000000003
TCGA-G7-7501-01	TCGA-G7-7501-01	0.18570000000000003
TCGA-OR-A5KY-01	TCGA-OR-A5KY-01	0.18570000000000003
TCGA-OR-A5LG-01	TCGA-OR-A5LG-01	0.1853
TCGA-BH-A0BT-01	TCGA-BH-A0BT-01	0.18479999999999996
TCGA-GL-A4EM-01	TCGA-GL-A4EM-01	0.18479999999999996
TCGA-06-0166-01	TCGA-06-0166-01	0.1844
TCGA-UP-A6WW-01	TCGA-UP-A6WW-01	0.1842
TCGA-PK-A5HC-01	TCGA-PK-A5HC-01	0.184
TCGA-4Z-AA81-01	TCGA-4Z-AA81-01	0.1839
TCGA-29-2429-01	TCGA-29-2429-01	0.1838
TCGA-2G-AALG-01	TCGA-2G-AALG-01	0.1838
TCGA-CR-7370-01	TCGA-CR-7370-01	0.183
TCGA-FU-A40J-01	TCGA-FU-A40J-01	0.1829
TCGA-F7-8298-01	TCGA-F7-8298-01	0.18250000000000002
TCGA-LK-A4O7-01	TCGA-LK-A4O7-01	0.18250000000000002
TCGA-69-7973-01	TCGA-69-7973-01	0.18240000000000003
TCGA-IW-A3M4-01	TCGA-IW-A3M4-01	0.18240000000000003
TCGA-06-1087-01	TCGA-06-1087-01	0.1822
TCGA-85-8071-01	TCGA-85-8071-01	0.182
TCGA-P5-A5EU-01	TCGA-P5-A5EU-01	0.1818
TCGA-A2-A0EU-01	TCGA-A2-A0EU-01	0.18139999999999998
TCGA-D1-A16I-01	TCGA-D1-A16I-01	0.18139999999999998
TCGA-94-7557-01	TCGA-94-7557-01	0.1811
TCGA-FS-A1ZD-06	TCGA-FS-A1ZD-06	0.1807
TCGA-DU-A6S7-01	TCGA-DU-A6S7-01	0.1798
TCGA-2G-AAGG-01	TCGA-2G-AAGG-01	0.1796
TCGA-P3-A6T3-01	TCGA-P3-A6T3-01	0.1787
TCGA-D3-A1Q9-06	TCGA-D3-A1Q9-06	0.1777
TCGA-BH-A18N-01	TCGA-BH-A18N-01	0.1776
TCGA-2G-AAGF-01	TCGA-2G-AAGF-01	0.1775
TCGA-09-1664-01	TCGA-09-1664-01	0.1774
TCGA-EE-A20I-06	TCGA-EE-A20I-06	0.1773
TCGA-12-1602-01	TCGA-12-1602-01	0.1772
TCGA-13-1487-01	TCGA-13-1487-01	0.1772
TCGA-14-0740-01	TCGA-14-0740-01	0.17699999999999996
TCGA-CV-6948-01	TCGA-CV-6948-01	0.1765
TCGA-2G-AAKL-01	TCGA-2G-AAKL-01	0.1763
TCGA-58-8391-01	TCGA-58-8391-01	0.1763
TCGA-C5-A1M9-01	TCGA-C5-A1M9-01	0.1763
TCGA-58-A46K-01	TCGA-58-A46K-01	0.1762
TCGA-2G-AAGN-01	TCGA-2G-AAGN-01	0.1761
TCGA-3A-A9IS-01	TCGA-3A-A9IS-01	0.176
TCGA-EY-A3QX-01	TCGA-EY-A3QX-01	0.1751
TCGA-FG-5962-01	TCGA-FG-5962-01	0.17470000000000002
TCGA-EM-A1YD-01	TCGA-EM-A1YD-01	0.1741
TCGA-UZ-A9PQ-01	TCGA-UZ-A9PQ-01	0.1739
TCGA-DX-A2J0-01	TCGA-DX-A2J0-01	0.1731
TCGA-27-2521-01	TCGA-27-2521-01	0.173
TCGA-D9-A4Z6-06	TCGA-D9-A4Z6-06	0.173
TCGA-56-8082-01	TCGA-56-8082-01	0.1728
TCGA-2G-AALP-01	TCGA-2G-AALP-01	0.17250000000000001
TCGA-HT-7692-01	TCGA-HT-7692-01	0.17250000000000001
TCGA-90-7769-01	TCGA-90-7769-01	0.1722
TCGA-CU-A3QU-01	TCGA-CU-A3QU-01	0.1718
TCGA-D3-A3CE-06	TCGA-D3-A3CE-06	0.1718
TCGA-LN-A8I1-01	TCGA-LN-A8I1-01	0.1717
TCGA-CQ-A4CI-01	TCGA-CQ-A4CI-01	0.1715
TCGA-78-7149-01	TCGA-78-7149-01	0.171
TCGA-D3-A2JC-06	TCGA-D3-A2JC-06	0.17010000000000003
TCGA-K1-A42X-01	TCGA-K1-A42X-01	0.17000000000000004
TCGA-36-2530-01	TCGA-36-2530-01	0.1695
TCGA-VR-AA7I-01	TCGA-VR-AA7I-01	0.1687
TCGA-SR-A6MX-06	TCGA-SR-A6MX-06	0.1684
TCGA-06-5856-01	TCGA-06-5856-01	0.1683
TCGA-JV-A5VF-01	TCGA-JV-A5VF-01	0.1681
TCGA-CJ-4901-01	TCGA-CJ-4901-01	0.1679
TCGA-BH-A204-01	TCGA-BH-A204-01	0.1678
TCGA-DU-A6S8-01	TCGA-DU-A6S8-01	0.1677
TCGA-06-6693-01	TCGA-06-6693-01	0.1676
TCGA-EB-A5SF-01	TCGA-EB-A5SF-01	0.1675
TCGA-06-0414-01	TCGA-06-0414-01	0.1673
TCGA-39-5011-01	TCGA-39-5011-01	0.1672
TCGA-EM-A22N-01	TCGA-EM-A22N-01	0.1671
TCGA-CI-6624-01	TCGA-CI-6624-01	0.16690000000000002
TCGA-72-4232-01	TCGA-72-4232-01	0.16680000000000003
TCGA-A8-A09B-01	TCGA-A8-A09B-01	0.1662
TCGA-DU-A76R-01	TCGA-DU-A76R-01	0.1661
TCGA-HV-A7OP-01	TCGA-HV-A7OP-01	0.1661
TCGA-FY-A3I5-01	TCGA-FY-A3I5-01	0.166
TCGA-14-0813-01	TCGA-14-0813-01	0.16589999999999996
TCGA-12-1600-01	TCGA-12-1600-01	0.1653
TCGA-A2-A1FX-01	TCGA-A2-A1FX-01	0.1644
TCGA-LN-A7HW-01	TCGA-LN-A7HW-01	0.1643
TCGA-S9-A6WL-01	TCGA-S9-A6WL-01	0.1642
TCGA-R5-A7ZR-01	TCGA-R5-A7ZR-01	0.164
TCGA-78-7167-01	TCGA-78-7167-01	0.1639
TCGA-LK-A4O0-01	TCGA-LK-A4O0-01	0.1639
TCGA-ED-A66Y-01	TCGA-ED-A66Y-01	0.16359999999999997
TCGA-EB-A6QZ-01	TCGA-EB-A6QZ-01	0.1633
TCGA-08-0510-01	TCGA-08-0510-01	0.1632
TCGA-18-5592-01	TCGA-18-5592-01	0.1631
TCGA-EE-A29Q-06	TCGA-EE-A29Q-06	0.163
TCGA-XY-A8S2-01	TCGA-XY-A8S2-01	0.1628
TCGA-HT-7468-01	TCGA-HT-7468-01	0.1627
TCGA-BP-4985-01	TCGA-BP-4985-01	0.1626
TCGA-66-2787-01	TCGA-66-2787-01	0.16220000000000004
TCGA-SN-A84Y-01	TCGA-SN-A84Y-01	0.1621
TCGA-24-2281-01	TCGA-24-2281-01	0.16139999999999996
TCGA-PR-A5PF-01	TCGA-PR-A5PF-01	0.16139999999999996
TCGA-Z6-A8JE-01	TCGA-Z6-A8JE-01	0.16139999999999996
TCGA-41-2575-01	TCGA-41-2575-01	0.1611
TCGA-BA-7269-01	TCGA-BA-7269-01	0.1611
TCGA-CV-5430-01	TCGA-CV-5430-01	0.1607
TCGA-12-0615-01	TCGA-12-0615-01	0.1604
TCGA-AG-3882-01	TCGA-AG-3882-01	0.1603
TCGA-EW-A1OW-01	TCGA-EW-A1OW-01	0.1603
TCGA-BQ-5879-01	TCGA-BQ-5879-01	0.1602
TCGA-CV-A45R-01	TCGA-CV-A45R-01	0.1602
TCGA-D8-A27F-01	TCGA-D8-A27F-01	0.1601
TCGA-DU-A7T6-01	TCGA-DU-A7T6-01	0.1601
TCGA-2G-AAL5-01	TCGA-2G-AAL5-01	0.1599
TCGA-C5-A1M8-01	TCGA-C5-A1M8-01	0.1597
TCGA-DX-AB2W-01	TCGA-DX-AB2W-01	0.1597
TCGA-FD-A6TH-01	TCGA-FD-A6TH-01	0.1595
TCGA-DX-A23Y-01	TCGA-DX-A23Y-01	0.15910000000000002
TCGA-N1-A6IA-01	TCGA-N1-A6IA-01	0.1586
TCGA-04-1341-01	TCGA-04-1341-01	0.1583
TCGA-W5-AA2U-01	TCGA-W5-AA2U-01	0.1583
TCGA-N9-A4Q7-01	TCGA-N9-A4Q7-01	0.1582
TCGA-2G-AAF8-01	TCGA-2G-AAF8-01	0.1581
TCGA-YU-A94I-01	TCGA-YU-A94I-01	0.1577
TCGA-CJ-4873-01	TCGA-CJ-4873-01	0.1574
TCGA-CC-A7IE-01	TCGA-CC-A7IE-01	0.1573
TCGA-CV-A6JZ-01	TCGA-CV-A6JZ-01	0.1573
TCGA-DW-7838-01	TCGA-DW-7838-01	0.157
TCGA-P4-A5EA-01	TCGA-P4-A5EA-01	0.157
TCGA-RT-A6YA-01	TCGA-RT-A6YA-01	0.1562
TCGA-EE-A3AD-06	TCGA-EE-A3AD-06	0.156
TCGA-BP-4164-01	TCGA-BP-4164-01	0.1555
TCGA-CQ-5329-01	TCGA-CQ-5329-01	0.1553
TCGA-EZ-7264-01	TCGA-EZ-7264-01	0.155
TCGA-79-5596-01	TCGA-79-5596-01	0.1548
TCGA-25-1315-01	TCGA-25-1315-01	0.1545
TCGA-LN-A4A4-01	TCGA-LN-A4A4-01	0.1542
TCGA-DU-6397-02	TCGA-DU-6397-02	0.1539
TCGA-MQ-A4LI-01	TCGA-MQ-A4LI-01	0.1531
TCGA-SW-A7EB-01	TCGA-SW-A7EB-01	0.153
TCGA-10-0925-01	TCGA-10-0925-01	0.1529
TCGA-32-2634-01	TCGA-32-2634-01	0.1529
TCGA-73-4675-01	TCGA-73-4675-01	0.1528
TCGA-EB-A5VU-01	TCGA-EB-A5VU-01	0.1528
TCGA-S9-A6U1-01	TCGA-S9-A6U1-01	0.1527
TCGA-IQ-A61O-01	TCGA-IQ-A61O-01	0.1523
TCGA-HI-7171-01	TCGA-HI-7171-01	0.1521
TCGA-24-1428-01	TCGA-24-1428-01	0.152
TCGA-4V-A9QN-01	TCGA-4V-A9QN-01	0.1514
TCGA-3B-A9HV-01	TCGA-3B-A9HV-01	0.1513
TCGA-BP-5200-01	TCGA-BP-5200-01	0.1513
TCGA-DA-A1I2-06	TCGA-DA-A1I2-06	0.1511
TCGA-HT-7471-01	TCGA-HT-7471-01	0.1507
TCGA-2G-AAM3-01	TCGA-2G-AAM3-01	0.1506
TCGA-CQ-7072-01	TCGA-CQ-7072-01	0.1505
TCGA-G7-7502-01	TCGA-G7-7502-01	0.1505
TCGA-K1-A42X-02	TCGA-K1-A42X-02	0.1505
TCGA-36-1577-01	TCGA-36-1577-01	0.1504
TCGA-AN-A0AR-01	TCGA-AN-A0AR-01	0.1504
TCGA-14-0736-02	TCGA-14-0736-02	0.1502
TCGA-34-5241-01	TCGA-34-5241-01	0.1502
TCGA-32-1973-01	TCGA-32-1973-01	0.1499
TCGA-C5-A1MI-01	TCGA-C5-A1MI-01	0.1496
TCGA-HE-7128-01	TCGA-HE-7128-01	0.1496
TCGA-22-4601-01	TCGA-22-4601-01	0.1495
TCGA-P5-A72Z-01	TCGA-P5-A72Z-01	0.1495
TCGA-ZR-A9CJ-01	TCGA-ZR-A9CJ-01	0.1495
TCGA-A8-A06Y-01	TCGA-A8-A06Y-01	0.1491
TCGA-CR-7374-01	TCGA-CR-7374-01	0.149
TCGA-FF-8041-01	TCGA-FF-8041-01	0.1489
TCGA-SR-A6MX-01	TCGA-SR-A6MX-01	0.1489
TCGA-08-0520-01	TCGA-08-0520-01	0.1486
TCGA-68-8250-01	TCGA-68-8250-01	0.1485
TCGA-86-6562-01	TCGA-86-6562-01	0.1484
TCGA-DX-A7EN-01	TCGA-DX-A7EN-01	0.1483
TCGA-Z2-A8RT-06	TCGA-Z2-A8RT-06	0.1483
TCGA-3B-A9HS-01	TCGA-3B-A9HS-01	0.1482
TCGA-06-5859-01	TCGA-06-5859-01	0.1478
TCGA-TS-A7P6-01	TCGA-TS-A7P6-01	0.1478
TCGA-OL-A6VO-01	TCGA-OL-A6VO-01	0.1477
TCGA-ZF-AA52-01	TCGA-ZF-AA52-01	0.1477
TCGA-KU-A6H7-06	TCGA-KU-A6H7-06	0.1473
TCGA-ET-A39N-01	TCGA-ET-A39N-01	0.1472
TCGA-A6-6142-01	TCGA-A6-6142-01	0.147
TCGA-CI-6623-01	TCGA-CI-6623-01	0.1467
TCGA-FT-A3EE-01	TCGA-FT-A3EE-01	0.1467
TCGA-19-A60I-01	TCGA-19-A60I-01	0.1462
TCGA-12-1096-01	TCGA-12-1096-01	0.146
TCGA-V4-A9E7-01	TCGA-V4-A9E7-01	0.146
TCGA-RP-A695-06	TCGA-RP-A695-06	0.1457
TCGA-HT-7477-01	TCGA-HT-7477-01	0.1451
TCGA-CZ-4866-01	TCGA-CZ-4866-01	0.145
TCGA-DB-A4XH-01	TCGA-DB-A4XH-01	0.145
TCGA-09-1673-01	TCGA-09-1673-01	0.1448
TCGA-4A-A93X-01	TCGA-4A-A93X-01	0.1446
TCGA-43-2578-01	TCGA-43-2578-01	0.1444
TCGA-W3-AA1O-06	TCGA-W3-AA1O-06	0.1442
TCGA-66-2790-01	TCGA-66-2790-01	0.1439
TCGA-BF-A3DJ-01	TCGA-BF-A3DJ-01	0.1439
TCGA-B0-5109-01	TCGA-B0-5109-01	0.1438
TCGA-92-8063-01	TCGA-92-8063-01	0.1437
TCGA-EB-A42Z-01	TCGA-EB-A42Z-01	0.1434
TCGA-Z2-AA3S-06	TCGA-Z2-AA3S-06	0.1431
TCGA-50-5930-01	TCGA-50-5930-01	0.1428
TCGA-RY-A83Z-01	TCGA-RY-A83Z-01	0.1426
TCGA-XF-AAN2-01	TCGA-XF-AAN2-01	0.1426
TCGA-2G-AAKM-01	TCGA-2G-AAKM-01	0.1424
TCGA-UY-A9PB-01	TCGA-UY-A9PB-01	0.1424
TCGA-G3-A5SL-01	TCGA-G3-A5SL-01	0.1422
TCGA-A7-A0DC-01	TCGA-A7-A0DC-01	0.1419
TCGA-A3-3325-01	TCGA-A3-3325-01	0.1418
TCGA-FI-A2EU-01	TCGA-FI-A2EU-01	0.1417
TCGA-VM-A8CD-01	TCGA-VM-A8CD-01	0.1414
TCGA-DH-A66F-01	TCGA-DH-A66F-01	0.1412
TCGA-98-8020-01	TCGA-98-8020-01	0.141
TCGA-IR-A3LB-01	TCGA-IR-A3LB-01	0.1406
TCGA-BH-A0BV-01	TCGA-BH-A0BV-01	0.1404
TCGA-QR-A70K-01	TCGA-QR-A70K-01	0.1402
TCGA-SP-A6QG-01	TCGA-SP-A6QG-01	0.1399
TCGA-VM-A8CB-01	TCGA-VM-A8CB-01	0.1399
TCGA-2G-AAM2-01	TCGA-2G-AAM2-01	0.1398
TCGA-77-8153-01	TCGA-77-8153-01	0.1397
TCGA-WB-A81R-01	TCGA-WB-A81R-01	0.1395
TCGA-P5-A77W-01	TCGA-P5-A77W-01	0.1388
TCGA-DU-8168-01	TCGA-DU-8168-01	0.1387
TCGA-AO-A12B-01	TCGA-AO-A12B-01	0.1386
TCGA-HB-A3L4-01	TCGA-HB-A3L4-01	0.1386
TCGA-S3-A6ZG-01	TCGA-S3-A6ZG-01	0.1383
TCGA-19-1392-01	TCGA-19-1392-01	0.1381
TCGA-F4-6704-01	TCGA-F4-6704-01	0.138
TCGA-3U-A98D-01	TCGA-3U-A98D-01	0.1379
TCGA-DU-5847-01	TCGA-DU-5847-01	0.1379
TCGA-CV-5977-01	TCGA-CV-5977-01	0.1378
TCGA-DX-A1L0-01	TCGA-DX-A1L0-01	0.1378
TCGA-EE-A3AH-06	TCGA-EE-A3AH-06	0.1377
TCGA-VD-A8KH-01	TCGA-VD-A8KH-01	0.1375
TCGA-06-0162-01	TCGA-06-0162-01	0.137
TCGA-QR-A7IP-01	TCGA-QR-A7IP-01	0.1369
TCGA-V4-A9ES-01	TCGA-V4-A9ES-01	0.1369
TCGA-ZF-AA4U-01	TCGA-ZF-AA4U-01	0.1367
TCGA-CN-5366-01	TCGA-CN-5366-01	0.1365
TCGA-DD-AACO-01	TCGA-DD-AACO-01	0.1365
TCGA-36-2542-01	TCGA-36-2542-01	0.1364
TCGA-05-4432-01	TCGA-05-4432-01	0.1363
TCGA-BP-5180-01	TCGA-BP-5180-01	0.1362
TCGA-GN-A8LK-06	TCGA-GN-A8LK-06	0.1362
TCGA-DG-A2KH-01	TCGA-DG-A2KH-01	0.1361
TCGA-HW-7491-01	TCGA-HW-7491-01	0.1361
TCGA-K4-A3WU-01	TCGA-K4-A3WU-01	0.1361
TCGA-58-8392-01	TCGA-58-8392-01	0.136
TCGA-B8-5549-01	TCGA-B8-5549-01	0.136
TCGA-DD-A113-01	TCGA-DD-A113-01	0.136
TCGA-DD-AACI-01	TCGA-DD-AACI-01	0.1358
TCGA-DX-AB37-01	TCGA-DX-AB37-01	0.1358
TCGA-FD-A6TF-01	TCGA-FD-A6TF-01	0.1358
TCGA-QC-A7B5-01	TCGA-QC-A7B5-01	0.1357
TCGA-EB-A97M-01	TCGA-EB-A97M-01	0.1353
TCGA-FS-A4FB-06	TCGA-FS-A4FB-06	0.1352
TCGA-BF-A1PZ-01	TCGA-BF-A1PZ-01	0.1348
TCGA-KR-A7K7-01	TCGA-KR-A7K7-01	0.1345
TCGA-D8-A1JI-01	TCGA-D8-A1JI-01	0.1341
TCGA-BH-A0W3-01	TCGA-BH-A0W3-01	0.1339
TCGA-IC-A6RE-01	TCGA-IC-A6RE-01	0.1336
TCGA-28-5220-01	TCGA-28-5220-01	0.1335
TCGA-GV-A3JV-01	TCGA-GV-A3JV-01	0.1335
TCGA-02-0010-01	TCGA-02-0010-01	0.1334
TCGA-12-0827-01	TCGA-12-0827-01	0.1332
TCGA-24-1467-01	TCGA-24-1467-01	0.133
TCGA-WE-A8ZM-06	TCGA-WE-A8ZM-06	0.1329
TCGA-S7-A7WR-01	TCGA-S7-A7WR-01	0.1327
TCGA-A3-3306-01	TCGA-A3-3306-01	0.1326
TCGA-CV-6935-01	TCGA-CV-6935-01	0.1325
TCGA-WC-AA9A-01	TCGA-WC-AA9A-01	0.1324
TCGA-S9-A6TS-01	TCGA-S9-A6TS-01	0.1323
TCGA-V5-A7RC-06	TCGA-V5-A7RC-06	0.1323
TCGA-16-1045-01	TCGA-16-1045-01	0.1321
TCGA-49-6742-01	TCGA-49-6742-01	0.1318
TCGA-EB-A6R0-01	TCGA-EB-A6R0-01	0.1318
TCGA-LN-A49V-01	TCGA-LN-A49V-01	0.1318
TCGA-V5-A7RC-01	TCGA-V5-A7RC-01	0.1318
TCGA-13-0889-01	TCGA-13-0889-01	0.1316
TCGA-24-1419-01	TCGA-24-1419-01	0.1315
TCGA-CV-6940-01	TCGA-CV-6940-01	0.1315
TCGA-D9-A4Z2-01	TCGA-D9-A4Z2-01	0.1315
TCGA-FG-A6IZ-01	TCGA-FG-A6IZ-01	0.1315
TCGA-06-A6S1-01	TCGA-06-A6S1-01	0.1311
TCGA-QT-A5XK-01	TCGA-QT-A5XK-01	0.1311
TCGA-LC-A66R-01	TCGA-LC-A66R-01	0.1309
TCGA-06-0743-01	TCGA-06-0743-01	0.1308
TCGA-3K-AAZ8-01	TCGA-3K-AAZ8-01	0.1306
TCGA-QK-A6IG-01	TCGA-QK-A6IG-01	0.1304
TCGA-B0-4845-01	TCGA-B0-4845-01	0.1301
TCGA-VF-A8AB-01	TCGA-VF-A8AB-01	0.1301
TCGA-FW-A3TV-06	TCGA-FW-A3TV-06	0.1299
TCGA-2G-AAG7-01	TCGA-2G-AAG7-01	0.1298
TCGA-13-0906-01	TCGA-13-0906-01	0.1297
TCGA-CQ-5332-01	TCGA-CQ-5332-01	0.1296
TCGA-26-5136-01	TCGA-26-5136-01	0.1294
TCGA-RY-A83X-01	TCGA-RY-A83X-01	0.1294
TCGA-BG-A0YV-01	TCGA-BG-A0YV-01	0.1293
TCGA-SR-A6MX-05	TCGA-SR-A6MX-05	0.1291
TCGA-AN-A0AK-01	TCGA-AN-A0AK-01	0.129
TCGA-DH-5140-01	TCGA-DH-5140-01	0.129
TCGA-B5-A5OE-01	TCGA-B5-A5OE-01	0.1288
TCGA-06-1801-01	TCGA-06-1801-01	0.1287
TCGA-DU-8158-01	TCGA-DU-8158-01	0.1287
