sample	samples	TP53 (average)
TCGA-BP-4758-01	TCGA-BP-4758-01	-0.0288
TCGA-VD-A8K7-01	TCGA-VD-A8K7-01	-0.0288
TCGA-AC-A3YJ-01	TCGA-AC-A3YJ-01	-0.0289
TCGA-EJ-7327-01	TCGA-EJ-7327-01	-0.0289
TCGA-85-8048-01	TCGA-85-8048-01	-0.029
TCGA-BJ-A290-01	TCGA-BJ-A290-01	-0.029
TCGA-BS-A0UV-01	TCGA-BS-A0UV-01	-0.029
TCGA-DD-AACY-01	TCGA-DD-AACY-01	-0.029
TCGA-V1-A9O7-01	TCGA-V1-A9O7-01	-0.029
TCGA-86-8674-01	TCGA-86-8674-01	-0.0292
TCGA-VQ-A94P-01	TCGA-VQ-A94P-01	-0.0292
TCGA-2G-AAHN-01	TCGA-2G-AAHN-01	-0.0293
TCGA-A2-A0EM-01	TCGA-A2-A0EM-01	-0.0293
TCGA-BA-5151-01	TCGA-BA-5151-01	-0.0293
TCGA-GR-A4D9-01	TCGA-GR-A4D9-01	-0.0293
TCGA-BH-A0DG-01	TCGA-BH-A0DG-01	-0.0294
TCGA-BP-4804-01	TCGA-BP-4804-01	-0.0294
TCGA-XU-AAXX-01	TCGA-XU-AAXX-01	-0.0294
TCGA-3G-AB0T-01	TCGA-3G-AB0T-01	-0.0295
TCGA-B4-5832-01	TCGA-B4-5832-01	-0.0295
TCGA-C5-A7CJ-01	TCGA-C5-A7CJ-01	-0.0295
TCGA-CN-A63V-01	TCGA-CN-A63V-01	-0.0295
TCGA-KM-8639-01	TCGA-KM-8639-01	-0.0295
TCGA-LD-A66U-01	TCGA-LD-A66U-01	-0.0296
TCGA-34-5232-01	TCGA-34-5232-01	-0.0297
TCGA-CV-6954-01	TCGA-CV-6954-01	-0.0297
TCGA-DD-AAD2-01	TCGA-DD-AAD2-01	-0.0297
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01	-0.0297
TCGA-02-0037-01	TCGA-02-0037-01	-0.0298
TCGA-02-0087-01	TCGA-02-0087-01	-0.0298
TCGA-06-0182-01	TCGA-06-0182-01	-0.0298
TCGA-AJ-A3BH-01	TCGA-AJ-A3BH-01	-0.0298
TCGA-28-5216-01	TCGA-28-5216-01	-0.0299
TCGA-AB-2956-03	TCGA-AB-2956-03	-0.0299
TCGA-63-A5MS-01	TCGA-63-A5MS-01	-0.03
TCGA-CR-7386-01	TCGA-CR-7386-01	-0.03
TCGA-EJ-A8FN-01	TCGA-EJ-A8FN-01	-0.03
TCGA-B5-A1MR-01	TCGA-B5-A1MR-01	-0.0301
TCGA-CK-4947-01	TCGA-CK-4947-01	-0.0301
TCGA-CV-6433-01	TCGA-CV-6433-01	-0.0301
TCGA-FG-A87Q-01	TCGA-FG-A87Q-01	-0.0301
TCGA-MJ-A68H-01	TCGA-MJ-A68H-01	-0.0301
TCGA-XE-AAO4-01	TCGA-XE-AAO4-01	-0.0301
TCGA-D8-A1XC-01	TCGA-D8-A1XC-01	-0.030199999999999998
TCGA-DX-A3LU-01	TCGA-DX-A3LU-01	-0.030199999999999998
TCGA-BR-7196-01	TCGA-BR-7196-01	-0.0303
TCGA-CZ-5984-01	TCGA-CZ-5984-01	-0.0303
TCGA-F4-6569-01	TCGA-F4-6569-01	-0.0303
TCGA-B0-4839-01	TCGA-B0-4839-01	-0.0304
TCGA-A6-A566-01	TCGA-A6-A566-01	-0.030499999999999996
TCGA-MP-A4TH-01	TCGA-MP-A4TH-01	-0.030499999999999996
TCGA-T2-A6X2-01	TCGA-T2-A6X2-01	-0.030499999999999996
TCGA-AP-A1E1-01	TCGA-AP-A1E1-01	-0.0306
TCGA-B5-A11Z-01	TCGA-B5-A11Z-01	-0.0306
TCGA-TQ-A7RK-01	TCGA-TQ-A7RK-01	-0.0306
TCGA-VQ-A8PD-01	TCGA-VQ-A8PD-01	-0.0306
TCGA-DI-A0WH-01	TCGA-DI-A0WH-01	-0.0307
TCGA-FD-A3N5-01	TCGA-FD-A3N5-01	-0.0307
TCGA-HU-A4HB-01	TCGA-HU-A4HB-01	-0.0307
TCGA-L5-A4OR-01	TCGA-L5-A4OR-01	-0.0307
TCGA-MA-AA3W-01	TCGA-MA-AA3W-01	-0.0307
TCGA-BS-A0WQ-01	TCGA-BS-A0WQ-01	-0.0308
TCGA-D7-A6EZ-01	TCGA-D7-A6EZ-01	-0.030899999999999997
TCGA-OL-A5RX-01	TCGA-OL-A5RX-01	-0.030899999999999997
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01	-0.030899999999999997
TCGA-D1-A17L-01	TCGA-D1-A17L-01	-0.031
TCGA-DD-AAEG-01	TCGA-DD-AAEG-01	-0.031
TCGA-DX-A7ES-01	TCGA-DX-A7ES-01	-0.031
TCGA-UF-A7JF-01	TCGA-UF-A7JF-01	-0.031
TCGA-XF-AAMG-01	TCGA-XF-AAMG-01	-0.031
TCGA-2Y-A9HB-01	TCGA-2Y-A9HB-01	-0.0311
TCGA-BR-6566-01	TCGA-BR-6566-01	-0.0311
TCGA-FB-A5VM-01	TCGA-FB-A5VM-01	-0.0313
TCGA-91-6829-01	TCGA-91-6829-01	-0.0314
TCGA-EA-A5FO-01	TCGA-EA-A5FO-01	-0.0314
TCGA-06-0119-01	TCGA-06-0119-01	-0.0315
TCGA-34-5234-01	TCGA-34-5234-01	-0.0315
TCGA-AA-A01R-01	TCGA-AA-A01R-01	-0.0315
TCGA-B1-A656-01	TCGA-B1-A656-01	-0.0315
TCGA-HZ-A77P-01	TCGA-HZ-A77P-01	-0.0315
TCGA-VQ-A8PB-01	TCGA-VQ-A8PB-01	-0.0316
TCGA-B0-5077-01	TCGA-B0-5077-01	-0.0317
TCGA-BI-A0VR-01	TCGA-BI-A0VR-01	-0.0317
TCGA-C5-A3HD-01	TCGA-C5-A3HD-01	-0.0317
TCGA-CV-7429-01	TCGA-CV-7429-01	-0.0317
TCGA-L5-A8NK-01	TCGA-L5-A8NK-01	-0.0319
TCGA-AP-A1DP-01	TCGA-AP-A1DP-01	-0.032
TCGA-BR-A4IU-01	TCGA-BR-A4IU-01	-0.0321
TCGA-AG-3878-01	TCGA-AG-3878-01	-0.0322
TCGA-C5-A1MJ-01	TCGA-C5-A1MJ-01	-0.0322
TCGA-DU-7015-01	TCGA-DU-7015-01	-0.0322
TCGA-DX-A6Z0-01	TCGA-DX-A6Z0-01	-0.0322
TCGA-QH-A6XC-01	TCGA-QH-A6XC-01	-0.0322
TCGA-CR-7393-01	TCGA-CR-7393-01	-0.0323
TCGA-MR-A8JO-01	TCGA-MR-A8JO-01	-0.0323
TCGA-DU-6400-01	TCGA-DU-6400-01	-0.0325
TCGA-2Z-A9JL-01	TCGA-2Z-A9JL-01	-0.0326
TCGA-BS-A0V7-01	TCGA-BS-A0V7-01	-0.0326
TCGA-CN-4738-01	TCGA-CN-4738-01	-0.0326
TCGA-EJ-A65F-01	TCGA-EJ-A65F-01	-0.0326
TCGA-VS-A8QA-01	TCGA-VS-A8QA-01	-0.0326
TCGA-VS-A9UM-01	TCGA-VS-A9UM-01	-0.0326
TCGA-WC-A884-01	TCGA-WC-A884-01	-0.0326
TCGA-B6-A0X0-01	TCGA-B6-A0X0-01	-0.0327
TCGA-BR-8676-01	TCGA-BR-8676-01	-0.0327
TCGA-DZ-6132-01	TCGA-DZ-6132-01	-0.0327
TCGA-IA-A83W-01	TCGA-IA-A83W-01	-0.0327
TCGA-CN-A642-01	TCGA-CN-A642-01	-0.0328
TCGA-EW-A1P7-01	TCGA-EW-A1P7-01	-0.0328
TCGA-AC-A2FF-01	TCGA-AC-A2FF-01	-0.0329
TCGA-D3-A8GO-06	TCGA-D3-A8GO-06	-0.0329
TCGA-DX-A1KX-01	TCGA-DX-A1KX-01	-0.0329
TCGA-WY-A85E-01	TCGA-WY-A85E-01	-0.0329
TCGA-08-0356-01	TCGA-08-0356-01	-0.033
TCGA-4Z-AA7Q-01	TCGA-4Z-AA7Q-01	-0.033
TCGA-CZ-4859-01	TCGA-CZ-4859-01	-0.033
TCGA-W5-AA39-01	TCGA-W5-AA39-01	-0.033
TCGA-DK-AA6T-01	TCGA-DK-AA6T-01	-0.0331
TCGA-E9-A2JT-01	TCGA-E9-A2JT-01	-0.0331
TCGA-EB-A5KH-06	TCGA-EB-A5KH-06	-0.0331
TCGA-F5-6861-01	TCGA-F5-6861-01	-0.0331
TCGA-B0-4710-01	TCGA-B0-4710-01	-0.0332
TCGA-GS-A9U3-01	TCGA-GS-A9U3-01	-0.0332
TCGA-WB-A80K-01	TCGA-WB-A80K-01	-0.0332
TCGA-10-0934-01	TCGA-10-0934-01	-0.0333
TCGA-CR-7380-01	TCGA-CR-7380-01	-0.0333
TCGA-O2-A52Q-01	TCGA-O2-A52Q-01	-0.0333
TCGA-97-A4M2-01	TCGA-97-A4M2-01	-0.0334
TCGA-AA-3715-01	TCGA-AA-3715-01	-0.0334
TCGA-62-A46P-01	TCGA-62-A46P-01	-0.0335
TCGA-EY-A1GU-01	TCGA-EY-A1GU-01	-0.0336
TCGA-XU-A932-01	TCGA-XU-A932-01	-0.0336
TCGA-A5-A1OK-01	TCGA-A5-A1OK-01	-0.0337
TCGA-BR-8381-01	TCGA-BR-8381-01	-0.0337
TCGA-CN-6022-01	TCGA-CN-6022-01	-0.0337
TCGA-05-4403-01	TCGA-05-4403-01	-0.0338
TCGA-13-0751-01	TCGA-13-0751-01	-0.0338
TCGA-62-8402-01	TCGA-62-8402-01	-0.0338
TCGA-BK-A13B-01	TCGA-BK-A13B-01	-0.0338
TCGA-BR-4187-01	TCGA-BR-4187-01	-0.0338
TCGA-BR-A4IY-01	TCGA-BR-A4IY-01	-0.0338
TCGA-EE-A2A6-06	TCGA-EE-A2A6-06	-0.0338
TCGA-F4-6463-01	TCGA-F4-6463-01	-0.0339
TCGA-V4-A9F4-01	TCGA-V4-A9F4-01	-0.0339
TCGA-3M-AB47-01	TCGA-3M-AB47-01	-0.034
TCGA-56-6545-01	TCGA-56-6545-01	-0.034
TCGA-D1-A16O-01	TCGA-D1-A16O-01	-0.034
TCGA-EA-A1QS-01	TCGA-EA-A1QS-01	-0.034
TCGA-21-5784-01	TCGA-21-5784-01	-0.0341
TCGA-R2-A69V-01	TCGA-R2-A69V-01	-0.0341
TCGA-WS-AB45-01	TCGA-WS-AB45-01	-0.0341
TCGA-85-6175-01	TCGA-85-6175-01	-0.0342
TCGA-BR-A4CR-01	TCGA-BR-A4CR-01	-0.0342
TCGA-D7-6518-01	TCGA-D7-6518-01	-0.0342
TCGA-D8-A27K-01	TCGA-D8-A27K-01	-0.0342
TCGA-ZF-AA5N-01	TCGA-ZF-AA5N-01	-0.0342
TCGA-AJ-A3BK-01	TCGA-AJ-A3BK-01	-0.0344
TCGA-B5-A11E-01	TCGA-B5-A11E-01	-0.0344
TCGA-BP-4989-01	TCGA-BP-4989-01	-0.0344
TCGA-BR-4280-01	TCGA-BR-4280-01	-0.0346
TCGA-D7-A4YX-01	TCGA-D7-A4YX-01	-0.0346
TCGA-W3-A824-06	TCGA-W3-A824-06	-0.0346
TCGA-DQ-7596-01	TCGA-DQ-7596-01	-0.0347
TCGA-HC-7818-01	TCGA-HC-7818-01	-0.0348
TCGA-66-2758-01	TCGA-66-2758-01	-0.0349
TCGA-EO-A3L0-01	TCGA-EO-A3L0-01	-0.0349
TCGA-97-7547-01	TCGA-97-7547-01	-0.035
TCGA-A3-3358-01	TCGA-A3-3358-01	-0.035
TCGA-B5-A0K0-01	TCGA-B5-A0K0-01	-0.035
TCGA-AX-A064-01	TCGA-AX-A064-01	-0.0351
TCGA-CJ-5683-01	TCGA-CJ-5683-01	-0.0351
TCGA-FF-A7CQ-01	TCGA-FF-A7CQ-01	-0.0351
TCGA-L5-A8NV-01	TCGA-L5-A8NV-01	-0.0353
TCGA-DU-7013-01	TCGA-DU-7013-01	-0.0354
TCGA-CR-7399-01	TCGA-CR-7399-01	-0.0355
TCGA-DU-6392-01	TCGA-DU-6392-01	-0.0355
TCGA-02-0338-01	TCGA-02-0338-01	-0.0356
TCGA-CR-7367-01	TCGA-CR-7367-01	-0.0356
TCGA-H4-A2HO-01	TCGA-H4-A2HO-01	-0.0356
TCGA-D7-5577-01	TCGA-D7-5577-01	-0.0357
TCGA-EK-A2RB-01	TCGA-EK-A2RB-01	-0.0357
TCGA-FD-A3B3-01	TCGA-FD-A3B3-01	-0.0357
TCGA-AX-A060-01	TCGA-AX-A060-01	-0.0358
TCGA-B5-A5OD-01	TCGA-B5-A5OD-01	-0.0358
TCGA-DA-A1I0-06	TCGA-DA-A1I0-06	-0.0358
TCGA-B5-A1MZ-01	TCGA-B5-A1MZ-01	-0.0359
TCGA-BG-A3EW-01	TCGA-BG-A3EW-01	-0.0359
TCGA-49-4486-01	TCGA-49-4486-01	-0.036
TCGA-B0-4838-01	TCGA-B0-4838-01	-0.036
TCGA-HZ-7925-01	TCGA-HZ-7925-01	-0.036
TCGA-BA-5556-01	TCGA-BA-5556-01	-0.0361
TCGA-DU-7306-01	TCGA-DU-7306-01	-0.0361
TCGA-DD-A1E9-01	TCGA-DD-A1E9-01	-0.0362
TCGA-VF-A8AA-01	TCGA-VF-A8AA-01	-0.0363
TCGA-GS-A9TU-01	TCGA-GS-A9TU-01	-0.0364
TCGA-XK-AAJA-01	TCGA-XK-AAJA-01	-0.0364
TCGA-D1-A160-01	TCGA-D1-A160-01	-0.0365
TCGA-DM-A28C-01	TCGA-DM-A28C-01	-0.0365
TCGA-FZ-5926-01	TCGA-FZ-5926-01	-0.0365
TCGA-XF-AAN5-01	TCGA-XF-AAN5-01	-0.0366
TCGA-09-2043-01	TCGA-09-2043-01	-0.0367
TCGA-49-4506-01	TCGA-49-4506-01	-0.0367
TCGA-A5-A1OJ-01	TCGA-A5-A1OJ-01	-0.0367
TCGA-B5-A1MV-01	TCGA-B5-A1MV-01	-0.0367
TCGA-85-8582-01	TCGA-85-8582-01	-0.0369
TCGA-AA-3527-01	TCGA-AA-3527-01	-0.0369
TCGA-VF-A8A9-01	TCGA-VF-A8A9-01	-0.0369
TCGA-AX-A0J1-01	TCGA-AX-A0J1-01	-0.037
TCGA-12-3648-01	TCGA-12-3648-01	-0.0371
TCGA-D1-A0ZU-01	TCGA-D1-A0ZU-01	-0.0371
TCGA-BK-A13C-01	TCGA-BK-A13C-01	-0.0372
TCGA-73-4677-01	TCGA-73-4677-01	-0.0373
TCGA-CQ-5334-01	TCGA-CQ-5334-01	-0.0373
TCGA-83-5908-01	TCGA-83-5908-01	-0.0374
TCGA-LL-A6FR-01	TCGA-LL-A6FR-01	-0.0374
TCGA-06-5858-01	TCGA-06-5858-01	-0.0376
TCGA-EB-A44Q-06	TCGA-EB-A44Q-06	-0.0376
TCGA-A2-A25E-01	TCGA-A2-A25E-01	-0.0377
TCGA-AX-A05S-01	TCGA-AX-A05S-01	-0.0377
TCGA-GU-AATO-01	TCGA-GU-AATO-01	-0.0377
TCGA-FZ-5921-01	TCGA-FZ-5921-01	-0.0378
TCGA-GD-A3OQ-01	TCGA-GD-A3OQ-01	-0.0378
TCGA-VD-A8KE-01	TCGA-VD-A8KE-01	-0.0379
TCGA-AJ-A3OL-01	TCGA-AJ-A3OL-01	-0.038
TCGA-D3-A51E-06	TCGA-D3-A51E-06	-0.038
TCGA-DX-A6YU-01	TCGA-DX-A6YU-01	-0.038
TCGA-HU-8602-01	TCGA-HU-8602-01	-0.038
TCGA-BH-A1FU-01	TCGA-BH-A1FU-01	-0.0381
TCGA-VD-A8KB-01	TCGA-VD-A8KB-01	-0.0381
TCGA-CV-6959-01	TCGA-CV-6959-01	-0.0382
TCGA-CV-A45Q-01	TCGA-CV-A45Q-01	-0.0382
TCGA-EX-A69L-01	TCGA-EX-A69L-01	-0.0382
TCGA-13-1506-01	TCGA-13-1506-01	-0.0383
TCGA-2Y-A9H1-01	TCGA-2Y-A9H1-01	-0.0383
TCGA-AA-3663-01	TCGA-AA-3663-01	-0.0383
TCGA-CQ-5324-01	TCGA-CQ-5324-01	-0.0383
TCGA-CV-7433-01	TCGA-CV-7433-01	-0.0383
TCGA-DD-A4NR-01	TCGA-DD-A4NR-01	-0.0384
TCGA-EE-A3JD-06	TCGA-EE-A3JD-06	-0.0384
TCGA-SR-A6N0-01	TCGA-SR-A6N0-01	-0.0385
TCGA-AX-A1CJ-01	TCGA-AX-A1CJ-01	-0.0387
TCGA-A8-A08T-01	TCGA-A8-A08T-01	-0.0388
TCGA-AK-3444-01	TCGA-AK-3444-01	-0.0388
TCGA-14-2554-01	TCGA-14-2554-01	-0.0389
TCGA-HE-A5NK-01	TCGA-HE-A5NK-01	-0.0389
TCGA-12-0778-01	TCGA-12-0778-01	-0.039
TCGA-CV-7090-01	TCGA-CV-7090-01	-0.039
TCGA-F5-6811-01	TCGA-F5-6811-01	-0.039
TCGA-CA-5796-01	TCGA-CA-5796-01	-0.0391
TCGA-ER-A196-01	TCGA-ER-A196-01	-0.0391
TCGA-E9-A5FK-01	TCGA-E9-A5FK-01	-0.0393
TCGA-D8-A141-01	TCGA-D8-A141-01	-0.0394
TCGA-HM-A4S6-01	TCGA-HM-A4S6-01	-0.0394
TCGA-CV-7416-01	TCGA-CV-7416-01	-0.0395
TCGA-UY-A78L-01	TCGA-UY-A78L-01	-0.0395
TCGA-G3-A3CK-01	TCGA-G3-A3CK-01	-0.0396
TCGA-D7-A4YV-01	TCGA-D7-A4YV-01	-0.0397
TCGA-29-1766-01	TCGA-29-1766-01	-0.0398
TCGA-BH-A28Q-01	TCGA-BH-A28Q-01	-0.0398
TCGA-CJ-4875-01	TCGA-CJ-4875-01	-0.0398
TCGA-E9-A1RD-01	TCGA-E9-A1RD-01	-0.0398
TCGA-P3-A6T2-01	TCGA-P3-A6T2-01	-0.0398
TCGA-A3-3385-01	TCGA-A3-3385-01	-0.04
TCGA-AA-3514-01	TCGA-AA-3514-01	-0.04
TCGA-D8-A142-01	TCGA-D8-A142-01	-0.04
TCGA-L5-A4OM-01	TCGA-L5-A4OM-01	-0.04
TCGA-V1-A9OH-01	TCGA-V1-A9OH-01	-0.04
TCGA-AX-A3G8-01	TCGA-AX-A3G8-01	-0.0401
TCGA-G8-6914-01	TCGA-G8-6914-01	-0.0401
TCGA-J2-8194-01	TCGA-J2-8194-01	-0.0401
TCGA-K4-A83P-01	TCGA-K4-A83P-01	-0.0401
TCGA-V1-A9ZK-01	TCGA-V1-A9ZK-01	-0.0401
TCGA-19-0955-01	TCGA-19-0955-01	-0.040299999999999996
TCGA-AC-A62V-01	TCGA-AC-A62V-01	-0.040299999999999996
TCGA-FD-A3SS-01	TCGA-FD-A3SS-01	-0.040299999999999996
TCGA-MH-A854-01	TCGA-MH-A854-01	-0.040299999999999996
TCGA-V4-A9E9-01	TCGA-V4-A9E9-01	-0.040299999999999996
TCGA-02-0266-01	TCGA-02-0266-01	-0.0404
TCGA-AP-A0LL-01	TCGA-AP-A0LL-01	-0.0404
TCGA-D7-A747-01	TCGA-D7-A747-01	-0.0404
TCGA-75-6203-01	TCGA-75-6203-01	-0.0405
TCGA-69-7763-01	TCGA-69-7763-01	-0.0407
TCGA-FI-A2F4-01	TCGA-FI-A2F4-01	-0.0407
TCGA-06-5412-01	TCGA-06-5412-01	-0.0408
TCGA-39-5039-01	TCGA-39-5039-01	-0.0408
TCGA-D1-A176-01	TCGA-D1-A176-01	-0.0408
TCGA-HU-A4GX-01	TCGA-HU-A4GX-01	-0.0408
TCGA-B0-5710-01	TCGA-B0-5710-01	-0.04089999999999999
TCGA-A5-A7WJ-01	TCGA-A5-A7WJ-01	-0.041
TCGA-WC-A885-01	TCGA-WC-A885-01	-0.0411
TCGA-08-0531-01	TCGA-08-0531-01	-0.0412
TCGA-AJ-A23O-01	TCGA-AJ-A23O-01	-0.0412
TCGA-B5-A0K9-01	TCGA-B5-A0K9-01	-0.0412
TCGA-EY-A1GD-01	TCGA-EY-A1GD-01	-0.0412
TCGA-G4-6627-01	TCGA-G4-6627-01	-0.0412
TCGA-VQ-A8P8-01	TCGA-VQ-A8P8-01	-0.0412
TCGA-56-7580-01	TCGA-56-7580-01	-0.0413
TCGA-B5-A3FH-01	TCGA-B5-A3FH-01	-0.0414
TCGA-D3-A2J9-06	TCGA-D3-A2J9-06	-0.0414
TCGA-AP-A0LF-01	TCGA-AP-A0LF-01	-0.0415
TCGA-DC-6156-01	TCGA-DC-6156-01	-0.0415
TCGA-G4-6297-01	TCGA-G4-6297-01	-0.0415
TCGA-A5-AB3J-01	TCGA-A5-AB3J-01	-0.0416
TCGA-B5-A5OC-01	TCGA-B5-A5OC-01	-0.04170000000000001
TCGA-QK-A6II-01	TCGA-QK-A6II-01	-0.04170000000000001
TCGA-B0-4844-01	TCGA-B0-4844-01	-0.0418
TCGA-AA-A02R-01	TCGA-AA-A02R-01	-0.0419
TCGA-B5-A11Q-01	TCGA-B5-A11Q-01	-0.0419
TCGA-CR-5249-01	TCGA-CR-5249-01	-0.0419
TCGA-CG-4474-01	TCGA-CG-4474-01	-0.042
TCGA-32-2638-01	TCGA-32-2638-01	-0.0421
TCGA-YL-A8HM-01	TCGA-YL-A8HM-01	-0.0421
TCGA-B5-A11L-01	TCGA-B5-A11L-01	-0.0422
TCGA-BR-6455-01	TCGA-BR-6455-01	-0.0422
TCGA-D1-A2G0-01	TCGA-D1-A2G0-01	-0.0422
TCGA-XA-A8JR-01	TCGA-XA-A8JR-01	-0.0422
TCGA-86-A4P7-01	TCGA-86-A4P7-01	-0.04229999999999999
TCGA-CZ-5454-01	TCGA-CZ-5454-01	-0.0424
TCGA-J9-A8CL-01	TCGA-J9-A8CL-01	-0.0424
TCGA-DA-A1IC-06	TCGA-DA-A1IC-06	-0.04250000000000001
TCGA-S9-A7QW-01	TCGA-S9-A7QW-01	-0.0426
TCGA-BQ-5880-01	TCGA-BQ-5880-01	-0.0427
TCGA-DU-A5TW-01	TCGA-DU-A5TW-01	-0.0427
TCGA-G2-A2ES-01	TCGA-G2-A2ES-01	-0.0427
TCGA-V4-A9EJ-01	TCGA-V4-A9EJ-01	-0.0427
TCGA-XM-AAZ1-01	TCGA-XM-AAZ1-01	-0.0428
TCGA-05-4424-01	TCGA-05-4424-01	-0.0429
TCGA-IB-A6UG-01	TCGA-IB-A6UG-01	-0.0429
TCGA-IB-AAUQ-01	TCGA-IB-AAUQ-01	-0.043
TCGA-P4-AAVM-01	TCGA-P4-AAVM-01	-0.043
TCGA-86-8054-01	TCGA-86-8054-01	-0.043100000000000006
TCGA-29-1774-01	TCGA-29-1774-01	-0.0432
TCGA-CQ-A4C6-01	TCGA-CQ-A4C6-01	-0.0432
TCGA-CR-6482-01	TCGA-CR-6482-01	-0.0432
TCGA-EW-A1OX-01	TCGA-EW-A1OX-01	-0.0432
TCGA-CQ-7068-01	TCGA-CQ-7068-01	-0.0433
TCGA-EE-A2MT-06	TCGA-EE-A2MT-06	-0.0433
TCGA-HZ-8519-01	TCGA-HZ-8519-01	-0.0435
TCGA-AX-A0IS-01	TCGA-AX-A0IS-01	-0.0436
TCGA-HV-A5A5-01	TCGA-HV-A5A5-01	-0.0436
TCGA-RC-A7S9-01	TCGA-RC-A7S9-01	-0.0437
TCGA-43-6647-01	TCGA-43-6647-01	-0.0438
TCGA-BG-A0LX-01	TCGA-BG-A0LX-01	-0.0438
TCGA-CG-4305-01	TCGA-CG-4305-01	-0.0438
TCGA-H7-7774-01	TCGA-H7-7774-01	-0.0438
TCGA-19-1786-01	TCGA-19-1786-01	-0.0439
TCGA-DU-5853-01	TCGA-DU-5853-01	-0.04409196873895456
TCGA-BH-A0BD-01	TCGA-BH-A0BD-01	-0.0441
TCGA-BH-A18G-01	TCGA-BH-A18G-01	-0.0441
TCGA-FD-A3B6-01	TCGA-FD-A3B6-01	-0.0441
TCGA-E9-A243-01	TCGA-E9-A243-01	-0.044199999999999996
TCGA-N9-A4Q8-01	TCGA-N9-A4Q8-01	-0.0443
TCGA-12-0818-01	TCGA-12-0818-01	-0.044500000000000005
TCGA-CV-7422-01	TCGA-CV-7422-01	-0.044500000000000005
TCGA-B0-4713-01	TCGA-B0-4713-01	-0.0446
TCGA-G4-6293-01	TCGA-G4-6293-01	-0.0446
TCGA-24-1920-01	TCGA-24-1920-01	-0.0447
TCGA-F7-A61S-01	TCGA-F7-A61S-01	-0.0447
TCGA-JW-A852-01	TCGA-JW-A852-01	-0.0447
TCGA-AX-A1CK-01	TCGA-AX-A1CK-01	-0.04479999999999999
TCGA-2Y-A9GU-01	TCGA-2Y-A9GU-01	-0.0449
TCGA-EA-A3HT-01	TCGA-EA-A3HT-01	-0.0449
TCGA-EB-A3Y6-01	TCGA-EB-A3Y6-01	-0.0449
TCGA-AB-2945-03	TCGA-AB-2945-03	-0.0452
TCGA-DX-A3U8-01	TCGA-DX-A3U8-01	-0.0453
TCGA-NJ-A55R-01	TCGA-NJ-A55R-01	-0.0453
TCGA-06-0133-01	TCGA-06-0133-01	-0.0454
TCGA-99-AA5R-01	TCGA-99-AA5R-01	-0.0454
TCGA-D3-A3MU-06	TCGA-D3-A3MU-06	-0.0454
TCGA-TS-A8AF-01	TCGA-TS-A8AF-01	-0.0454
TCGA-NJ-A4YP-01	TCGA-NJ-A4YP-01	-0.0455
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	-0.04560000000000001
TCGA-78-7158-01	TCGA-78-7158-01	-0.0457
TCGA-DB-A4X9-01	TCGA-DB-A4X9-01	-0.0457
TCGA-HD-A634-01	TCGA-HD-A634-01	-0.0457
TCGA-LN-A49X-01	TCGA-LN-A49X-01	-0.0457
TCGA-DK-AA74-01	TCGA-DK-AA74-01	-0.0458
TCGA-HU-A4GQ-01	TCGA-HU-A4GQ-01	-0.0458
TCGA-CR-7377-01	TCGA-CR-7377-01	-0.0459
TCGA-VQ-A8PQ-01	TCGA-VQ-A8PQ-01	-0.0459
TCGA-J4-A6G3-01	TCGA-J4-A6G3-01	-0.046
TCGA-MP-A4TA-01	TCGA-MP-A4TA-01	-0.0461
TCGA-02-0260-01	TCGA-02-0260-01	-0.0463
TCGA-D3-A51K-06	TCGA-D3-A51K-06	-0.0464
TCGA-78-7633-01	TCGA-78-7633-01	-0.0466
TCGA-AX-A2HC-01	TCGA-AX-A2HC-01	-0.0466
TCGA-CJ-5671-01	TCGA-CJ-5671-01	-0.0466
TCGA-CM-6171-01	TCGA-CM-6171-01	-0.0466
TCGA-ZA-A8F6-01	TCGA-ZA-A8F6-01	-0.0466
TCGA-W3-AA1W-06	TCGA-W3-AA1W-06	-0.0467
TCGA-55-7913-01	TCGA-55-7913-01	-0.0468
TCGA-L7-A6VZ-01	TCGA-L7-A6VZ-01	-0.0468
TCGA-R6-A6XQ-01	TCGA-R6-A6XQ-01	-0.0469
TCGA-DD-AACD-01	TCGA-DD-AACD-01	-0.04700000000000001
TCGA-FM-8000-01	TCGA-FM-8000-01	-0.04700000000000001
TCGA-G3-AAV0-01	TCGA-G3-AAV0-01	-0.04700000000000001
TCGA-K4-A5RH-01	TCGA-K4-A5RH-01	-0.0471
TCGA-50-5044-01	TCGA-50-5044-01	-0.0472
TCGA-EA-A5ZD-01	TCGA-EA-A5ZD-01	-0.0472
TCGA-E9-A1R5-01	TCGA-E9-A1R5-01	-0.047299999999999995
TCGA-ZC-AAAA-01	TCGA-ZC-AAAA-01	-0.047299999999999995
TCGA-CM-5861-01	TCGA-CM-5861-01	-0.0474
TCGA-RD-A8MV-01	TCGA-RD-A8MV-01	-0.0474
TCGA-85-7697-01	TCGA-85-7697-01	-0.0476
TCGA-FS-A4F8-06	TCGA-FS-A4F8-06	-0.0476
TCGA-EB-A6L9-06	TCGA-EB-A6L9-06	-0.0477
TCGA-LN-A4A3-01	TCGA-LN-A4A3-01	-0.0477
